snapshot,NL,BE,DE
2013-01-01 00:00:00,0.025145782515937378,9.291756542999629,26.443137167081364
2013-01-01 01:00:00,0.03668993744986283,9.394755375506,26.538258137185483
2013-01-01 02:00:00,11.421303653275755,15.582323610094818,31.676262715689603
2013-01-01 03:00:00,14.386091713664085,15.585937870482477,31.81445115975601
2013-01-01 04:00:00,17.59920368406233,16.61531008968522,33.586789875980585
2013-01-01 05:00:00,24.92233102827488,24.474601776416865,36.267529173557534
2013-01-01 06:00:00,32.71933447332503,30.12651449531789,41.20818587028394
2013-01-01 07:00:00,32.719340397268354,30.292620036640766,41.33668619232951
2013-01-01 08:00:00,32.71934134995597,31.145055557219273,41.90289569211798
2013-01-01 09:00:00,32.71933911177344,31.29163323192304,38.34353081533277
2013-01-01 10:00:00,32.719339208679635,32.16231659244879,38.279561226632765
2013-01-01 11:00:00,32.71933942523802,32.16231001050286,39.4581132031189
2013-01-01 12:00:00,32.71933985142515,32.16118497508349,45.5996974386222
2013-01-01 13:00:00,32.71933997227504,32.162312093969334,47.61815209876619
2013-01-01 14:00:00,41.22448145879801,38.593115850496595,52.77952212287134
2013-01-01 15:00:00,44.88947409630742,50.72982461200864,56.202662399841664
2013-01-01 16:00:00,44.88950681042972,51.17575415811474,56.358119133544946
2013-01-01 17:00:00,44.88946971040569,51.17573244159275,56.296962758439086
2013-01-01 18:00:00,42.98584462926848,50.24192098888588,54.46034652987148
2013-01-01 19:00:00,41.25337891404231,49.205783864466746,54.08392567449239
2013-01-01 20:00:00,41.2244869268372,49.25377197691861,53.638747549334084
2013-01-01 21:00:00,41.22448690130242,49.2538085529946,53.639008520241454
2013-01-01 22:00:00,41.22448677702401,52.652945094231605,53.91175187494774
2013-01-01 23:00:00,41.22448720736614,52.65294786296936,54.61286203401401
2013-01-02 00:00:00,46.12454203553796,52.652946118237814,54.58448633455354
2013-01-02 01:00:00,46.124547918296976,53.96499281351266,54.60778546291361
2013-01-02 02:00:00,46.411342940525195,53.965154519988815,54.690916107427746
2013-01-02 03:00:00,49.48499174451916,53.965168364901736,54.624802379618984
2013-01-02 04:00:00,50.91919953187001,55.828915144497735,56.319356665893494
2013-01-02 05:00:00,49.41772122501119,56.51743258456032,56.109074789854596
2013-01-02 06:00:00,50.91920102167923,57.86523523472594,57.00424031118554
2013-01-02 07:00:00,50.919200723408444,58.76673404480044,57.05233825958642
2013-01-02 08:00:00,50.919200906654495,57.74453676460239,55.135830436413
2013-01-02 09:00:00,50.91919989816515,54.43249032841398,48.21121528629807
2013-01-02 10:00:00,47.683539778475925,54.432486590660524,48.129646946445895
2013-01-02 11:00:00,50.919199933167896,54.43248732476655,47.637938695872194
2013-01-02 12:00:00,48.8747528598205,54.43248958690232,50.25906818601873
2013-01-02 13:00:00,49.13269012373004,52.360419313839046,50.650933480781475
2013-01-02 14:00:00,50.91920006404932,54.43254825586084,55.69282828172529
2013-01-02 15:00:00,50.919200316024714,55.55132596170152,64.23724293042243
2013-01-02 16:00:00,50.91919891008274,55.739078737775515,64.26771493457103
2013-01-02 17:00:00,47.76028117098454,54.052069429180875,63.464630135763784
2013-01-02 18:00:00,43.56386900469769,51.68261504763292,61.28789490804697
2013-01-02 19:00:00,41.2244863786633,50.47983430050638,60.5575306543637
2013-01-02 20:00:00,39.52285124263477,49.50279362596932,60.35703656241932
2013-01-02 21:00:00,34.79855475345729,44.268114813470234,57.74180890769826
2013-01-02 22:00:00,0.025145669632102078,9.26875773539821,35.18000258403624
2013-01-02 23:00:00,0.02514561139076644,0.055155373986233366,33.38395123851493
2013-01-03 00:00:00,0.02514541262606581,0.048707371875709365,33.38269343729921
2013-01-03 01:00:00,0.025145396540120622,0.04690061627576581,33.38223880908555
2013-01-03 02:00:00,0.025145439187512712,0.04855242132664276,33.38256027055378
2013-01-03 03:00:00,0.025145766440066795,0.055148008826980864,33.38384522354586
2013-01-03 04:00:00,0.02514629015906755,9.26876152124295,35.1797743900959
2013-01-03 05:00:00,0.025150095200638874,11.691695934069706,35.65205446226602
2013-01-03 06:00:00,0.036184656467584266,27.653106250124747,38.20125837392895
2013-01-03 07:00:00,0.0361880501338371,37.93315229761391,40.73657441076403
2013-01-03 08:00:00,8.97177852100938,36.394683615602894,33.16878378139445
2013-01-03 09:00:00,8.971766853657812,36.39468337885207,30.97894479116648
2013-01-03 10:00:00,8.971780062124669,42.432462294938155,34.43504788217988
2013-01-03 11:00:00,8.971781159106682,42.43246341703944,34.434273907894784
2013-01-03 12:00:00,8.971780083498551,42.43246513276278,36.24058192976724
2013-01-03 13:00:00,8.972014126836418,47.49588770039593,37.62735332909044
2013-01-03 14:00:00,8.971806935800108,55.21848546833221,42.29921009819903
