h5_file,scenario_year,scenario_label,node,carrier,carrier_class,annual_import,annual_export,import_cost,export_revenue,net_cost
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,electricity_grid,Electricity,323803.6170690035,0.0,29144603.85135787,0.0,29144603.85135787
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,methane,Fossil feedstock,141592.92035398225,0.0,97423008.8495575,0.0,97423008.8495575
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,BEL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,MPW,MPW,379500.00000000006,0.0,118024500.0,0.0,118024500.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,biomass,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,cracking_byproducts,Chemical products,0.0,4491261.553999506,0.0,2654335578.413708,-2654335578.413708
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,electricity_grid,Electricity,2325883.315002932,0.0,239644391.7245118,0.0,239644391.7245118
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,feedgas,Fossil feedstock,0.0,1706397.4841048361,0.0,834906161.0228142,-834906161.0228142
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,naphtha,Fossil feedstock,11451457.302395478,0.0,8382466745.353489,0.0,8382466745.353489
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,nitrogen,Other carriers,0.0,196525.6622548672,0.0,1965.256622548672,-1965.256622548672
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,propylene,Chemical products,0.0,17883.55298021998,0.0,178.8355298021998,-178.8355298021998
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,DE,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,MPW,MPW,113750.0,0.0,35376250.0,0.0,35376250.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,biomass,Bio feedstock,3133.814516129032,0.0,135362.95071724686,0.0,135362.95071724686
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,cracking_byproducts,Chemical products,0.0,2209909.5524198785,0.0,1306056545.4801483,-1306056545.4801483
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,electricity_grid,Electricity,2808844.976692892,0.0,257715640.88007832,0.0,257715640.88007832
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,feedgas,Fossil feedstock,0.0,2422.8865401069975,0.0,1246090.547577029,-1246090.547577029
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,naphtha,Fossil feedstock,5634649.547220496,0.0,4124563468.565403,0.0,4124563468.565403
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,nitrogen,Other carriers,0.0,447079.4074930202,0.0,4470.7940749302015,-4470.7940749302015
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL1,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,MPW,MPW,113750.0,0.0,35376250.0,0.0,35376250.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,biomass,Bio feedstock,3133.814516129032,0.0,135362.95071724686,0.0,135362.95071724686
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,cracking_byproducts,Chemical products,0.0,1379927.9808982937,0.0,815537436.7108915,-815537436.7108915
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,electricity_grid,Electricity,1534891.079094686,0.0,140828504.74565423,0.0,140828504.74565423
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,ethylene,Chemical products,0.0,7394.007197421617,0.0,73.94007197421618,-73.94007197421618
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,naphtha,Fossil feedstock,3518429.324065002,0.0,2575490265.2155814,0.0,2575490265.2155814
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,nitrogen,Other carriers,0.0,806144.1473020709,0.0,8061.441473020708,-8061.441473020708
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,MPW,MPW,113750.0,0.0,35376250.0,0.0,35376250.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,biomass,Bio feedstock,3133.814516129032,0.0,135362.95071724686,0.0,135362.95071724686
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,electricity_grid,Electricity,571538.2644925069,0.0,52439472.9304702,0.0,52439472.9304702
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,hydrogen,Hydrogen,0.0,396.6399951774863,0.0,3.966399951774864,-3.966399951774864
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,methane,Fossil feedstock,255021.12,0.0,262314724.032,0.0,262314724.032
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,nitrogen,Other carriers,0.0,539879.71104,0.0,5398.797110400001,-5398.797110400001
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL3,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,MPW,MPW,113750.0,0.0,35376250.0,0.0,35376250.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,biomass,Bio feedstock,3133.814516129032,0.0,135362.95071724686,0.0,135362.95071724686
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,cracking_byproducts,Chemical products,0.0,1377574.6729036805,0.0,814146631.6860751,-814146631.6860751
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,electricity_grid,Electricity,2018613.91942216,0.0,185210783.88093907,0.0,185210783.88093907
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,ethylene,Chemical products,0.0,389114.1209783376,0.0,3891.1412097833763,-3891.1412097833763
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,naphtha,Fossil feedstock,3512429.0487090275,0.0,2571098063.6550083,0.0,2571098063.6550083
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,nitrogen,Other carriers,0.0,1256652.2780437754,0.0,12566.522780437754,-12566.522780437754
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2025\optimization_results.h5,2025,Today opt.,NL4,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,CO2,CO2,0.0,89086.25148129032,0.0,-8730452.645166451,8730452.645166451
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,MPW,MPW,97999.99999685303,0.0,45275999.9985461,0.0,45275999.9985461
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,biomass,Bio feedstock,172289.8387096774,0.0,5246809.911075979,0.0,5246809.911075979
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,cracking_byproducts,Chemical products,0.0,2346360.347931196,0.0,1386698965.6273365,-1386698965.6273365
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,electricity_grid,Electricity,2595573.7790682027,0.0,163469921.67884195,0.0,163469921.67884195
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,naphtha,Fossil feedstock,5982560.80553594,0.0,4379234509.652308,0.0,4379234509.652308
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,nitrogen,Other carriers,0.0,2140398.7270783978,0.0,21403.987270783982,-21403.987270783982
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,propylene,Chemical products,0.0,60241.65002575988,0.0,602.416500257599,-602.416500257599
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL1,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,MPW,MPW,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,biomass,Bio feedstock,172289.8387096774,0.0,5246809.911075979,0.0,5246809.911075979
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,electricity_grid,Electricity,323803.6170690035,0.0,20393237.267408952,0.0,20393237.267408952
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,methane,Fossil feedstock,141592.9203539822,0.0,97423008.84955744,0.0,97423008.84955744
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,BEL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,MPW,MPW,379483.19999999995,0.0,175321238.4,0.0,175321238.4
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,biomass,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,cracking_byproducts,Chemical products,0.0,4340979.167486658,0.0,2565518687.9846144,-2565518687.9846144
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,electricity_grid,Electricity,2598578.9274125295,0.0,182186630.46923923,0.0,182186630.46923923
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,feedgas,Fossil feedstock,0.0,1374963.9916760167,0.0,672742381.8472416,-672742381.8472416
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
