h5_file,scenario_year,scenario_label,node,carrier,carrier_class,annual_import,annual_export,import_cost,export_revenue,net_cost
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,MPW,MPW,124999.99999999994,0.0,13499999.999999996,0.0,13499999.999999996
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,biomass,Bio feedstock,4794.370967741936,0.0,174434.01688542427,0.0,174434.01688542427
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,cracking_byproducts,Chemical products,0.0,615200.6803744796,0.0,363583602.10131747,-363583602.10131747
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,electricity_grid,Electricity,8490084.518434962,0.0,500189599.77793145,0.0,500189599.77793145
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,methane_bio,Bio feedstock,1749999.9992004617,0.0,3207749998.5344467,0.0,3207749998.5344467
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,naphtha,Fossil feedstock,1448589.190144007,0.0,1060367287.1854131,0.0,1060367287.1854131
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,naphtha_bio,Bio feedstock,120000.0,0.0,219599999.99999997,0.0,219599999.99999997
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,nitrogen,Other carriers,0.0,806174.3028669681,0.0,8061.743028669681,-8061.743028669681
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,propylene,Chemical products,0.0,323815.835738943,0.0,3238.158357389431,-3238.158357389431
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,MPW,MPW,124999.99999999994,0.0,13499999.999999996,0.0,13499999.999999996
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,biomass,Bio feedstock,4794.370967741936,0.0,174434.01688542427,0.0,174434.01688542427
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,electricity_grid,Electricity,577724.3466681789,0.0,34908435.46073873,0.0,34908435.46073873
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,methane_bio,Bio feedstock,273831.2785468343,0.0,501932733.57634723,0.0,501932733.57634723
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,nitrogen,Other carriers,0.0,579700.816671401,0.0,5797.008166714011,-5797.008166714011
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL3,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,CO2,CO2,0.0,7216569.458386164,0.0,-707223806.921844,707223806.921844
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,MPW,MPW,124999.99999999994,0.0,13499999.999999996,0.0,13499999.999999996
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,biomass,Bio feedstock,4794.370967741936,0.0,174434.01688542427,0.0,174434.01688542427
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,cracking_byproducts,Chemical products,0.0,380814.5404805918,0.0,225061393.42402977,-225061393.42402977
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,electricity_grid,Electricity,15593341.508501172,0.0,796251031.6667278,0.0,796251031.6667278
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,methane_bio,Bio feedstock,1733669.8177116122,0.0,3177816775.865386,0.0,3177816775.865386
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,naphtha,Fossil feedstock,850970.2714956446,0.0,622910238.7348119,0.0,622910238.7348119
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,naphtha_bio,Bio feedstock,120000.0,0.0,219599999.99999997,0.0,219599999.99999997
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,nitrogen,Other carriers,0.0,2537501.404405954,0.0,25375.01404405954,-25375.01404405954
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,propylene,Chemical products,0.0,37934.94324395852,0.0,379.34943243958526,-379.34943243958526
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL4,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,CO2,CO2,0.0,2500000.0000000005,0.0,-245000000.00000003,245000000.00000003
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,MPW,MPW,98000.00000000003,0.0,4116000.000000002,0.0,4116000.000000002
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,biomass,Bio feedstock,172307.25806451615,0.0,4479325.012273125,0.0,4479325.012273125
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,cracking_byproducts,Chemical products,0.0,1319464.4823299947,0.0,779803509.0570269,-779803509.0570269
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,electricity_grid,Electricity,38844696.84841648,0.0,1993813606.0013957,0.0,1993813606.0013957
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,methane_bio,Bio feedstock,1049999.9999999995,0.0,1924649999.999999,0.0,1924649999.999999
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,naphtha,Fossil feedstock,3274264.3608617876,0.0,2396761512.150829,0.0,2396761512.150829
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,naphtha_bio,Bio feedstock,90000.00000000006,0.0,164700000.0000001,0.0,164700000.0000001
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,propylene,Chemical products,0.0,505120.73599580524,0.0,5051.207359958053,-5051.207359958053
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL1,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,MPW,MPW,98000.00000000003,0.0,4116000.000000002,0.0,4116000.000000002
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,biomass,Bio feedstock,172307.25806451615,0.0,4479325.012273125,0.0,4479325.012273125
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,electricity_grid,Electricity,20766762.74502532,0.0,1033067765.4082717,0.0,1033067765.4082717
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,methane_bio,Bio feedstock,1049999.9999999995,0.0,1924649999.999999,0.0,1924649999.999999
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,BEL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,MPW,MPW,379500.00000000006,0.0,15939000.0,0.0,15939000.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,biomass,Bio feedstock,96774.19354838712,0.0,5262000.0,0.0,5262000.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,cracking_byproducts,Chemical products,0.0,504560.39173889824,0.0,298195191.5176888,-298195191.5176888
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,electricity_grid,Electricity,21900000.0,0.0,1336851643.2990441,0.0,1336851643.2990441
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,methane_bio,Bio feedstock,7298931.088436228,0.0,13378940685.103605,0.0,13378940685.103605
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,naphtha,Fossil feedstock,1106487.485310806,0.0,809948839.2475102,0.0,809948839.2475102
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,naphtha_bio,Bio feedstock,180000.0,0.0,329400000.0,0.0,329400000.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,nitrogen,Other carriers,0.0,8760000.0,0.0,87600.0,-87600.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,propylene,Chemical products,0.0,1745030.3980203464,0.0,17450.303980203462,-17450.303980203462
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,DE,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,CO2,CO2,0.0,11000000.000000004,0.0,-1078000000.0000002,1078000000.0000002
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,MPW,MPW,124999.99999999997,0.0,5249999.999999999,0.0,5249999.999999999
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,biomass,Bio feedstock,4794.370967741936,0.0,160495.34855701023,0.0,160495.34855701023
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,cracking_byproducts,Chemical products,0.0,569087.544669604,0.0,336330738.899736,-336330738.899736
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,electricity_grid,Electricity,39927339.99114971,0.0,1841064660.984149,0.0,1841064660.984149
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,methane_bio,Bio feedstock,2449999.999999999,0.0,4490849999.999998,0.0,4490849999.999998
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,naphtha,Fossil feedstock,1271013.6274084751,0.0,930381975.263004,0.0,930381975.263004
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,naphtha_bio,Bio feedstock,180000.0,0.0,329400000.0,0.0,329400000.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,propylene,Chemical products,0.0,710848.50908433,0.0,7108.485090843301,-7108.485090843301
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL1,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,MPW,MPW,124999.99999999997,0.0,5249999.999999999,0.0,5249999.999999999
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,biomass,Bio feedstock,4794.370967741936,0.0,160495.34855701023,0.0,160495.34855701023
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,cracking_byproducts,Chemical products,0.0,127963.05943019984,0.0,75626168.1232481,-75626168.1232481
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,electricity_grid,Electricity,21644374.14106501,0.0,992080806.382673,0.0,992080806.382673
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,methane_bio,Bio feedstock,2449999.999999999,0.0,4490849999.999998,0.0,4490849999.999998
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,naphtha,Fossil feedstock,146269.91185670532,0.0,107069575.4791083,0.0,107069575.4791083
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,naphtha_bio,Bio feedstock,180000.0,0.0,329400000.0,0.0,329400000.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,propylene,Chemical products,0.0,534900.3621422178,0.0,5349.003621422178,-5349.003621422178
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,MPW,MPW,124999.99999999997,0.0,5249999.999999999,0.0,5249999.999999999
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,biomass,Bio feedstock,4794.370967741936,0.0,160495.34855701023,0.0,160495.34855701023
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,electricity_grid,Electricity,39237740.81601687,0.0,1734667524.612453,0.0,1734667524.612453
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
