Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-03 15:00:00;0;1000000;1000000;67.18;0.01;0.0;0.0;0.0
2022-01-03 16:00:00;0;1000000;1000000;73.59;0.01;0.0;0.0;0.0
2022-01-03 17:00:00;0;1000000;1000000;82.28;0.01;0.0;0.0;0.0
2022-01-03 18:00:00;0;1000000;1000000;82.97;0.01;0.0;0.0;0.0
2022-01-03 19:00:00;0;1000000;1000000;79.03;0.01;0.0;0.0;0.0
2022-01-03 20:00:00;0;1000000;1000000;73.23;0.01;0.0;0.0;0.0
2022-01-03 21:00:00;0;1000000;1000000;67.41;0.01;0.0;0.0;0.0
2022-01-03 22:00:00;0;1000000;1000000;65.0;0.01;0.0;0.0;0.0
2022-01-03 23:00:00;0;1000000;1000000;58.12;0.01;0.0;0.0;0.0
2022-01-04 00:00:00;0;1000000;1000000;57.3;0.01;0.0;0.0;0.0
2022-01-04 01:00:00;0;1000000;1000000;50.46;0.01;0.0;0.0;0.0
2022-01-04 02:00:00;0;1000000;1000000;40.0;0.01;0.0;0.0;0.0
2022-01-04 03:00:00;0;1000000;1000000;25.48;0.01;0.0;0.0;0.0
2022-01-04 04:00:00;0;1000000;1000000;35.0;0.01;0.0;0.0;0.0
2022-01-04 05:00:00;0;1000000;1000000;57.73;0.01;0.0;0.0;0.0
2022-01-04 06:00:00;0;1000000;1000000;72.65;0.01;0.0;0.0;0.0
2022-01-04 07:00:00;0;1000000;1000000;85.02;0.01;0.0;0.0;0.0
2022-01-04 08:00:00;0;1000000;1000000;91.47;0.01;0.0;0.0;0.0
2022-01-04 09:00:00;0;1000000;1000000;94.2;0.01;0.0;0.0;0.0
2022-01-04 10:00:00;0;1000000;1000000;91.61;0.01;0.0;0.0;0.0
2022-01-04 11:00:00;0;1000000;1000000;90.03;0.01;0.0;0.0;0.0
2022-01-04 12:00:00;0;1000000;1000000;86.3;0.01;0.0;0.0;0.0
2022-01-04 13:00:00;0;1000000;1000000;85.96;0.01;0.0;0.0;0.0
2022-01-04 14:00:00;0;1000000;1000000;92.11;0.01;0.0;0.0;0.0
2022-01-04 15:00:00;0;1000000;1000000;98.62;0.01;0.0;0.0;0.0
2022-01-04 16:00:00;0;1000000;1000000;105.73;0.01;0.0;0.0;0.0
2022-01-04 17:00:00;0;1000000;1000000;133.23;0.01;0.0;0.0;0.0
2022-01-04 18:00:00;0;1000000;1000000;144.65;0.01;0.0;0.0;0.0
2022-01-04 19:00:00;0;1000000;1000000;125.0;0.01;0.0;0.0;0.0
2022-01-04 20:00:00;0;1000000;1000000;103.59;0.01;0.0;0.0;0.0
2022-01-04 21:00:00;0;1000000;1000000;100.01;0.01;0.0;0.0;0.0
