Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production,Demand,Import limit,Export limit,Import price,Export price
2022-06-08 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,44.38,0.01
2022-06-08 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,66.37,0.01
2022-06-08 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,93.11,0.01
2022-06-08 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,99.9,0.01
2022-06-08 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,108.24,0.01
2022-06-08 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,83.6,0.01
2022-06-09 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,69.02,0.01
2022-06-09 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,55.96,0.01
2022-06-09 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,37.58,0.01
2022-06-09 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,15.48,0.01
2022-06-09 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,17.63,0.01
2022-06-09 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,12.55,0.01
2022-06-09 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,9.32,0.01
2022-06-09 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,3.0,0.01
2022-06-09 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.02,0.01
2022-06-09 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.01,0.01
2022-06-09 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,0.52,0.01
2022-06-09 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,40.0,0.01
2022-06-09 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,87.29,0.01
2022-06-09 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,102.43,0.01
2022-06-09 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,121.48,0.01
2022-06-09 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,117.03,0.01
2022-06-09 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,96.18,0.01
2022-06-10 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,75.92,0.01
2022-06-10 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,65.11,0.01
2022-06-10 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1,1000000,1000000,66.21,0.01
